NAC4_code;TOTAL_UNITS;TOTAL1;TOTAL2;TOTAL3;TOTAL4;TOTAL5;TOTAL6;TOTAL7;TOTAL8;TOTAL9;TOTAL10;TOTAL1_2;MT1;MT2;MT3;MT4;MT5;MT6;MT7;MT8;MT9;MT10;MT1_2;FT1;FT2;FT3;FT4;FT5;FT6;FT7;FT8;FT9;FT10;FT1_2;WHT1;WHT2;WHT3;WHT4;WHT5;WHT6;WHT7;WHT8;WHT9;WHT10;WHT1_2;WHM1;WHM2;WHM3;WHM4;WHM5;WHM6;WHM7;WHM8;WHM9;WHM10;WHM1_2;WHF1;WHF2;WHF3;WHF4;WHF5;WHF6;WHF7;WHF8;WHF9;WHF10;WHF1_2;BLKT1;BLKT2;BLKT3;BLKT4;BLKT5;BLKT6;BLKT7;BLKT8;BLKT9;BLKT10;BLKT1_2;BLKM1;BLKM2;BLKM3;BLKM4;BLKM5;BLKM6;BLKM7;BLKM8;BLKM9;BLKM10;BLKM1_2;BLKF1;BLKF2;BLKF3;BLKF4;BLKF5;BLKF6;BLKF7;BLKF8;BLKF9;BLKF10;BLKF1_2;HISPT1;HISPT2;HISPT3;HISPT4;HISPT5;HISPT6;HISPT7;HISPT8;HISPT9;HISPT10;HISPT1_2;HISPM1;HISPM2;HISPM3;HISPM4;HISPM5;HISPM6;HISPM7;HISPM8;HISPM9;HISPM10;HISPM1_2;HISPF1;HISPF2;HISPF3;HISPF4;HISPF5;HISPF6;HISPF7;HISPF8;HISPF9;HISPF10;HISPF1_2;ASIANT1;ASIANT2;ASIANT3;ASIANT4;ASIANT5;ASIANT6;ASIANT7;ASIANT8;ASIANT9;ASIANT10;ASIANT1_2;ASIANM1;ASIANM2;ASIANM3;ASIANM4;ASIANM5;ASIANM6;ASIANM7;ASIANM8;ASIANM9;ASIANM10;ASIANM1_2;ASIANF1;ASIANF2;ASIANF3;ASIANF4;ASIANF5;ASIANF6;ASIANF7;ASIANF8;ASIANF9;ASIANF10;ASIANF1_2;AIANT1;AIANT2;AIANT3;AIANT4;AIANT5;AIANT6;AIANT7;AIANT8;AIANT9;AIANT10;AIANT1_2;AIANM1;AIANM2;AIANM3;AIANM4;AIANM5;AIANM6;AIANM7;AIANM8;AIANM9;AIANM10;AIANM1_2;AIANF1;AIANF2;AIANF3;AIANF4;AIANF5;AIANF6;AIANF7;AIANF8;AIANF9;AIANF10;AIANF1_2;nhopiT1;nhopiT2;nhopiT3;nhopiT4;nhopiT5;nhopiT6;nhopiT7;nhopiT8;nhopiT9;nhopiT10;nhopiT1_2;NHOPIM1;NHOPIM2;NHOPIM3;NHOPIM4;NHOPIM5;NHOPIM6;NHOPIM7;NHOPIM8;NHOPIM9;NHOPIM10;NHOPIM1_2;NHOPIF1;NHOPIF2;NHOPIF3;NHOPIF4;NHOPIF5;NHOPIF6;NHOPIF7;NHOPIF8;NHOPIF9;NHOPIF10;NHOPIF1_2;tomrT1;tomrT2;tomrT3;tomrT4;tomrT5;tomrT6;tomrT7;tomrT8;tomrT9;tomrT10;tomrT1_2;TOMRM1;TOMRM2;TOMRM3;TOMRM4;TOMRM5;TOMRM6;TOMRM7;TOMRM8;TOMRM9;TOMRM10;TOMRM1_2;TOMRF1;TOMRF2;TOMRF3;TOMRF4;TOMRF5;TOMRF6;TOMRF7;TOMRF8;TOMRF9;TOMRF10;TOMRF1_2;MinT1;MinT2;MinT3;MinT4;MinT5;MinT6;MinT7;MinT8;MinT9;MinT10;MinT1_2;MinF1;MinF2;MinF3;MinF4;MinF5;MinF6;MinF7;MinF8;MinF9;MinF10;MinF1_2;MinM1;MinM2;MinM3;MinM4;MinM5;MinM6;MinM7;MinM8;MinM9;MinM10;MinM1_2;WHMp1;WHMp1_2;WHMp2;WHMp3;WHMp4;WHMp5;WHMp6;WHMp7;WHMp8;WHMp9;WHMp10;BLKMp1;BLKMp1_2;BLKMp2;BLKMp3;BLKMp4;BLKMp5;BLKMp6;BLKMp7;BLKMp8;BLKMp9;BLKMp10;HISPMp1;HISPMp1_2;HISPMp2;HISPMp3;HISPMp4;HISPMp5;HISPMp6;HISPMp7;HISPMp8;HISPMp9;HISPMp10;AIANMp1;AIANMp1_2;AIANMp2;AIANMp3;AIANMp4;AIANMp5;AIANMp6;AIANMp7;AIANMp8;AIANMp9;AIANMp10;nhopiMp1;nhopiMp1_2;nhopiMp2;nhopiMp3;nhopiMp4;nhopiMp5;nhopiMp6;nhopiMp7;nhopiMp8;nhopiMp9;nhopiMp10;asianMp1;asianMp1_2;asianMp2;asianMp3;asianMp4;asianMp5;asianMp6;asianMp7;asianMp8;asianMp9;asianMp10;tomrMp1;tomrMp1_2;tomrMp2;tomrMp3;tomrMp4;tomrMp5;tomrMp6;tomrMp7;tomrMp8;tomrMp9;tomrMp10;MinMp1;MinMp1_2;MinMp2;MinMp3;MinMp4;MinMp5;MinMp6;MinMp7;MinMp8;MinMp9;MinMp10;WHfp1;WHfp1_2;WHfp2;WHfp3;WHfp4;WHfp5;WHfp6;WHfp7;WHfp8;WHfp9;WHfp10;BLKfp1;BLKfp1_2;BLKfp2;BLKfp3;BLKfp4;BLKfp5;BLKfp6;BLKfp7;BLKfp8;BLKfp9;BLKfp10;HISPfp1;HISPfp1_2;HISPfp2;HISPfp3;HISPfp4;HISPfp5;HISPfp6;HISPfp7;HISPfp8;HISPfp9;HISPfp10;AIANfp1;AIANfp1_2;AIANfp2;AIANfp3;AIANfp4;AIANfp5;AIANfp6;AIANfp7;AIANfp8;AIANfp9;AIANfp10;nhopifp1;nhopifp1_2;nhopifp2;nhopifp3;nhopifp4;nhopifp5;nhopifp6;nhopifp7;nhopifp8;nhopifp9;nhopifp10;asianfp1;asianfp1_2;asianfp2;asianfp3;asianfp4;asianfp5;asianfp6;asianfp7;asianfp8;asianfp9;asianfp10;tomrfp1;tomrfp1_2;tomrfp2;tomrfp3;tomrfp4;tomrfp5;tomrfp6;tomrfp7;tomrfp8;tomrfp9;tomrfp10;MinFp1;MinFp1_2;MinFp2;MinFp3;MinFp4;MinFp5;MinFp6;MinFp7;MinFp8;MinFp9;MinFp10;WHtp1;WHtp1_2;WHtp2;WHtp3;WHtp4;WHtp5;WHtp6;WHtp7;WHtp8;WHtp9;WHtp10;BLKtp1;BLKtp1_2;BLKtp2;BLKtp3;BLKtp4;BLKtp5;BLKtp6;BLKtp7;BLKtp8;BLKtp9;BLKtp10;HISPtp1;HISPtp1_2;HISPtp2;HISPtp3;HISPtp4;HISPtp5;HISPtp6;HISPtp7;HISPtp8;HISPtp9;HISPtp10;AIANtp1;AIANtp1_2;AIANtp2;AIANtp3;AIANtp4;AIANtp5;AIANtp6;AIANtp7;AIANtp8;AIANtp9;AIANtp10;nhopitp1;nhopitp1_2;nhopitp2;nhopitp3;nhopitp4;nhopitp5;nhopitp6;nhopitp7;nhopitp8;nhopitp9;nhopitp10;asiantp1;asiantp1_2;asiantp2;asiantp3;asiantp4;asiantp5;asiantp6;asiantp7;asiantp8;asiantp9;asiantp10;tomrtp1;tomrtp1_2;tomrtp2;tomrtp3;tomrtp4;tomrtp5;tomrtp6;tomrtp7;tomrtp8;tomrtp9;tomrtp10;MinTp1;MinTp1_2;MinTp2;MinTp3;MinTp4;MinTp5;MinTp6;MinTp7;MinTp8;MinTp9;MinTp10;MTp1;MTp1_2;MTp2;MTp3;MTp4;MTp5;MTp6;MTp7;MTp8;MTp9;MTp10;FTp1;FTp1_2;FTp2;FTp3;FTp4;FTp5;FTp6;FTp7;FTp8;FTp9;FTp10;PTOTAL1;PTOTAL1_2;PTOTAL2;PTOTAL3;PTOTAL4;PTOTAL5;PTOTAL6;PTOTAL7;PTOTAL8;PTOTAL9;PTOTAL10;NAC4_Label;FIRMS;pctofst
1111;64;276;3523;753;1230;1127;904;1002;7697;389;18087;1186;227;2510;523;927;236;866;775;4775;117;11891;935;49;1013;230;303;891;38;227;2922;272;6196;251;251;3073;593;1197;985;750;711;808;168;9582;1046;206;2241;447;915;207;732;572;704;80;6942;838;45;832;146;282;778;18;139;104;88;2640;208;6;105;34;23;57;65;86;78;173;658;31;4;63;13;6;15;59;83;73;24;357;17;2;42;21;17;42;6;3;5;149;301;14;18;117;96;4;59;66;97;5954;37;6523;75;16;66;43;4;10;58;76;3790;10;4134;61;2;51;53;0;49;8;21;2164;27;2389;14;1;207;23;3;18;16;95;289;8;690;30;1;127;13;1;2;11;35;164;2;373;17;0;80;10;2;16;5;60;125;6;317;13;0;5;1;1;0;2;3;7;0;22;3;0;3;1;0;0;2;3;2;0;13;2;0;2;0;1;0;0;0;5;0;9;1;0;13;6;1;5;5;10;58;3;102;1;0;9;6;0;2;4;6;40;1;68;0;0;4;0;1;3;1;4;18;2;34;1;0;3;0;1;3;0;0;503;0;510;0;0;1;0;1;0;0;0;2;0;4;0;0;2;0;0;3;0;0;501;0;506;0;25;450;160;33;142;154;291;6889;221;8505;140;4;181;84;21;113;20;88;2818;184;3556;43;21;269;76;12;29;134;203;4071;37;4949;97;74.6377;70.6577;63.6106;59.3625;74.3902;18.3673;80.9735;57.0858;9.1464;20.5656;38.3812;1.4493;1.4334;1.7882;1.7264;0.4878;1.331;6.5265;8.2834;0.9484;6.1697;1.9738;5.7971;5.1433;1.8734;5.7105;0.3252;0.8873;6.4159;7.5848;49.24;2.5707;22.8562;0;0.1686;0.0852;0.1328;0;0;0.2212;0.2994;0.026;0;0.0719;0;0;0.2555;0.7968;0;0.1775;0.4425;0.5988;0.5197;0.2571;0.376;0.3623;1.4334;3.6049;1.7264;0.0813;0.1775;1.2168;3.493;2.1307;0.5141;2.0623;0;0;0.0284;0;0.0813;0;0;0;0.026;0;0.0221;7.6087;8.1788;7.6355;10.093;0.9756;2.5732;14.823;20.2595;52.8907;9.5116;27.3622;16.3043;17.5379;23.6162;19.3891;22.9268;69.0328;1.9912;13.8723;1.3512;22.6221;14.5961;0.7246;1.1804;1.1922;2.7888;1.3821;3.7267;0.6637;0.2994;0.065;38.3033;1.6642;0.7246;1.1804;1.4476;7.0385;0;4.3478;0.885;2.0958;28.1148;6.9409;13.2084;0;0.0843;0.0568;0;0.0813;0;0;0;0.065;0;0.0498;0;0.0843;0.1135;0;0.0813;0.2662;0.1106;0.3992;0.2339;0.5141;0.188;0;1.0961;2.2708;1.328;0.1626;1.4197;0.5531;5.988;1.624;1.5424;1.7526;0;0;0.0568;0;0;0.2662;0;0;6.509;0;2.7976;1.4493;3.6256;5.1377;11.1554;1.7073;10.0266;2.2124;8.7824;36.6117;47.3008;19.6605;90.942;88.1956;87.2268;78.7517;97.3171;87.4002;82.9646;70.9581;10.4976;43.1877;52.9773;2.1739;2.6138;2.9804;4.5153;1.8699;5.0577;7.1903;8.5828;1.0134;44.473;3.638;6.5217;6.3238;3.321;12.749;0.3252;5.2351;7.3009;9.6806;77.3548;9.5116;36.0646;0;0.253;0.1419;0.1328;0.0813;0;0.2212;0.2994;0.0909;0;0.1216;0;0.0843;0.369;0.7968;0.0813;0.4437;0.5531;0.998;0.7535;0.7712;0.5639;0.3623;2.5295;5.8757;3.0544;0.2439;1.5972;1.7699;9.481;3.7547;2.0566;3.8149;0;0;0.0852;0;0.0813;0.2662;0;0;6.535;0;2.8197;9.058;11.8044;12.7732;21.2483;2.6829;12.5998;17.0354;29.0419;89.5024;56.8123;47.0227;82.2464;78.8364;71.2461;69.4555;75.3659;20.9406;95.7965;77.3453;62.0372;30.0771;65.7434;17.7536;21.1636;28.7539;30.5445;24.6341;79.0594;4.2035;22.6547;37.9628;69.9229;34.2566;100;100;100;100;100;100;100;100;100;100;100;Oilseed and Grain Farming;30;32.78597888
1112;73;314;453;278;214;605;1080;1987;17764;272;23867;900;265;258;141;122;138;851;1485;12720;163;16904;761;49;195;137;92;467;229;502;5044;109;6963;139;229;345;131;174;267;141;211;369;2;2228;359;189;203;64;103;60;126;154;275;1;1469;294;40;142;67;71;207;15;57;94;1;759;65;3;2;0;0;8;5;10;132;0;169;9;3;1;0;0;4;4;8;123;0;149;6;0;1;0;0;4;1;2;9;0;20;3;66;69;140;35;313;922;1737;16975;270;21034;507;58;38;75;16;68;715;1302;12164;162;15045;447;8;31;65;19;245;207;435;4811;108;5989;60;15;31;5;3;8;7;11;124;0;224;20;14;14;1;2;2;3;8;54;0;111;13;1;17;4;1;6;4;3;70;0;113;7;0;0;0;0;0;0;0;7;0;7;0;0;0;0;0;0;0;0;4;0;4;0;0;0;0;0;0;0;0;3;0;3;0;0;4;1;0;2;5;12;21;0;49;4;0;1;0;0;2;3;7;9;0;23;1;0;3;1;0;0;2;5;12;0;26;3;1;2;1;2;7;0;6;136;0;156;1;1;1;1;1;2;0;6;91;0;103;0;0;1;0;1;5;0;0;45;0;53;1;85;108;147;40;338;939;1776;17395;270;21639;541;9;53;70;21;260;214;445;4950;108;6204;74;76;55;77;19;78;725;1331;12445;162;15435;467;60.1911;32.6667;44.8124;23.0216;48.1308;9.9174;11.6667;7.7504;1.5481;0.3676;6.1549;0.9554;0.6667;0.2208;0;0;0.6612;0.3704;0.4026;0.6924;0;0.6243;18.4713;49.6667;8.3885;26.9784;7.4766;11.2397;66.2037;65.5259;68.4756;59.5588;63.0368;0;0;0;0;0;0;0;0;0.0225;0;0.0168;0;0.1111;0.2208;0;0;0.3306;0.2778;0.3523;0.0507;0;0.0964;4.4586;1.4444;3.0905;0.3597;0.9346;0.3306;0.2778;0.4026;0.304;0;0.4651;0.3185;0;0.2208;0.3597;0.4673;0.3306;0;0.302;0.5123;0;0.4316;24.2038;51.8889;12.1413;27.6978;8.8785;12.8926;67.1296;66.9854;70.0574;59.5588;64.6709;12.7389;7.2222;31.3466;24.1007;33.1776;34.2149;1.3889;2.8686;0.5292;0.3676;3.1801;0;0.3333;0.2208;0;0;0.6612;0.0926;0.1007;0.0507;0;0.0838;2.5478;6.6667;6.8433;23.3813;8.8785;40.4959;19.1667;21.8923;27.0829;39.7059;25.0932;0;0;0;0;0;0;0;0;0.0169;0;0.0126;0;0.3333;0.6623;0.3597;0;0;0.1852;0.2516;0.0676;0;0.1089;0.3185;0.7778;3.7528;1.4388;0.4673;0.9917;0.3704;0.151;0.3941;0;0.4735;0;0.1111;0.2208;0;0.4673;0.8264;0;0;0.2533;0;0.2221;2.8662;8.2222;11.6998;25.1799;9.8131;42.9752;19.8148;22.3956;27.8653;39.7059;25.9941;72.9299;39.8889;76.1589;47.1223;81.3084;44.1322;13.0556;10.619;2.0772;0.7353;9.3351;0.9554;1;0.4415;0;0;1.3223;0.463;0.5033;0.7431;0;0.7081;21.0191;56.3333;15.2318;50.3597;16.3551;51.7355;85.3704;87.4182;95.5584;99.2647;88.1301;0;0;0;0;0;0;0;0;0.0394;0;0.0293;0;0.4444;0.883;0.3597;0;0.3306;0.463;0.6039;0.1182;0;0.2053;4.7771;2.2222;6.8433;1.7986;1.4019;1.3223;0.6481;0.5536;0.698;0;0.9385;0.3185;0.1111;0.4415;0.3597;0.9346;1.157;0;0.302;0.7656;0;0.6536;27.0701;60.1111;23.8411;52.8777;18.6916;55.8678;86.9444;89.381;97.9228;99.2647;90.6649;84.3949;84.5556;56.9536;50.7194;57.0093;22.8099;78.7963;74.7358;71.6055;59.9265;70.8258;15.6051;15.4444;43.0464;49.2806;42.9907;77.1901;21.2037;25.2642;28.3945;40.0735;29.1742;100;100;100;100;100;100;100;100;100;100;100;Vegetable and Melon Farming;57;10.667448779
1113;139;398;523;228;403;879;1314;3394;30140;550;39347;1518;322;285;173;246;169;1143;2613;20856;248;27264;1209;76;238;55;157;710;171;781;9284;302;12083;309;329;372;142;363;471;252;467;1103;419;4637;719;267;209;107;220;81;224;315;722;169;2850;536;62;163;35;143;390;28;152;381;250;1787;183;2;9;3;1;22;16;94;119;9;291;16;2;6;3;1;1;14;77;73;6;195;12;0;3;0;0;21;2;17;46;3;96;4;49;70;72;25;331;1010;2661;28388;108;33426;712;40;34;58;15;73;871;2103;19836;67;23706;609;9;36;14;10;258;139;558;8552;41;9720;103;12;62;10;11;36;20;133;328;6;676;58;9;30;4;8;9;19;87;131;3;345;45;3;32;6;3;27;1;46;197;3;331;13;1;1;0;1;4;4;2;8;1;24;2;1;1;0;0;0;4;2;3;0;13;2;0;0;0;1;4;0;0;5;1;11;0;1;5;0;0;5;6;30;178;2;235;8;1;3;0;0;2;5;23;86;1;123;2;0;2;0;0;3;1;7;92;1;112;6;4;4;1;2;10;6;7;16;5;58;3;2;2;1;2;3;6;6;5;2;32;3;2;2;0;0;7;0;1;11;3;26;0;69;151;86;40;408;1062;2927;29037;131;34710;799;14;75;20;14;320;143;629;8903;52;10296;126;55;76;66;26;88;919;2298;20134;79;24414;673;67.0854;35.3096;39.9618;46.9298;54.5906;9.215;17.0472;9.2811;2.3955;30.7273;7.2432;0.5025;0.7905;1.1472;1.3158;0.2481;0.1138;1.0654;2.2687;0.2422;1.0909;0.4956;10.0503;40.1186;6.501;25.4386;3.7221;8.3049;66.2861;61.9623;65.8129;12.1818;60.2486;0.2513;0.1318;0.1912;0;0;0;0.3044;0.0589;0.01;0;0.033;0.2513;0.1318;0.5736;0;0;0.2275;0.3805;0.6777;0.2853;0.1818;0.3126;2.2613;2.9644;5.7361;1.7544;1.9851;1.0239;1.446;2.5633;0.4346;0.5455;0.8768;0.5025;0.1976;0.3824;0.4386;0.4963;0.3413;0.4566;0.1768;0.0166;0.3636;0.0813;13.8191;44.3347;14.5315;28.9474;6.4516;10.0114;69.9391;67.7077;66.8016;14.3636;62.0479;15.5779;12.0553;31.1663;15.3509;35.4839;44.3686;2.1309;4.4785;1.2641;45.4545;4.5416;0;0.2635;0.5736;0;0;2.3891;0.1522;0.5009;0.1526;0.5455;0.244;2.2613;6.7852;6.8834;6.1404;2.4814;29.3515;10.5784;16.4408;28.3743;7.4545;24.7033;0;0;0;0;0.2481;0.4551;0;0;0.0166;0.1818;0.028;0;0.3953;0.3824;0;0;0.3413;0.0761;0.2062;0.3052;0.1818;0.2846;0.7538;0.8564;6.1185;2.6316;0.7444;3.0717;0.0761;1.3553;0.6536;0.5455;0.8412;0.5025;0;0.3824;0;0;0.7964;0;0.0295;0.0365;0.5455;0.0661;3.5176;8.3004;14.3403;8.7719;3.4739;36.405;10.8828;18.5327;29.5388;9.4545;26.1672;82.6633;47.365;71.1281;62.2807;90.0744;53.5836;19.1781;13.7596;3.6596;76.1818;11.7849;0.5025;1.054;1.7208;1.3158;0.2481;2.5028;1.2177;2.7696;0.3948;1.6364;0.7396;12.3116;46.9038;13.3843;31.5789;6.2035;37.6564;76.8645;78.4031;94.1871;19.6364;84.9518;0.2513;0.1318;0.1912;0;0.2481;0.4551;0.3044;0.0589;0.0265;0.1818;0.061;0.2513;0.527;0.956;0;0;0.5688;0.4566;0.8839;0.5906;0.3636;0.5973;3.0151;3.8208;11.8547;4.386;2.7295;4.0956;1.5221;3.9187;1.0883;1.0909;1.718;1.005;0.1976;0.7648;0.4386;0.4963;1.1377;0.4566;0.2062;0.0531;0.9091;0.1474;17.3367;52.635;28.8719;37.7193;9.9256;46.4164;80.8219;86.2404;96.3404;23.8182;88.2151;80.9045;79.6443;54.4933;75.8772;61.0422;19.2264;86.9863;76.9888;69.1971;45.0909;69.2912;19.0955;20.3557;45.5067;24.1228;38.9578;80.7736;13.0137;23.0112;30.8029;54.9091;30.7088;100;100;100;100;100;100;100;100;100;100;100;Fruit and Tree Nut Farming;106;8.0488982642
1114;186;696;966;511;1647;1760;1546;3266;21897;378;34728;2061;558;606;321;828;327;1359;2648;14232;247;22655;1529;138;360;190;819;1433;187;618;7665;131;12073;532;585;599;255;1400;1213;617;1007;2112;83;9122;1251;470;355;159;693;192;550;817;1164;57;5346;889;115;244;96;707;1021;67;190;948;26;3776;362;1;17;26;20;30;63;160;444;11;799;27;0;12;13;9;9;50;135;262;6;514;18;1;5;13;11;21;13;25;182;5;285;9;74;306;222;176;476;824;2026;18930;282;24054;738;61;215;145;98;122;726;1653;12570;182;16363;591;13;91;77;78;354;98;373;6360;100;7691;147;24;33;3;40;28;19;45;237;2;465;34;17;18;1;23;2;13;22;127;2;247;22;7;15;2;17;26;6;23;110;0;218;12;8;6;4;2;8;22;15;118;0;186;3;7;5;2;1;1;19;11;81;0;129;2;1;1;2;1;7;3;4;37;0;57;1;1;2;0;2;2;0;2;50;0;63;4;0;1;0;1;1;0;1;23;0;31;4;1;1;0;1;1;0;1;27;0;32;0;3;3;1;7;3;1;11;6;0;39;4;3;0;1;3;0;1;9;5;0;25;3;0;3;0;4;3;0;2;1;0;14;1;111;367;256;247;547;929;2259;19785;295;25606;810;23;116;94;112;412;120;428;6717;105;8297;170;88;251;162;135;135;809;1831;13068;190;17309;640;67.5287;43.1344;36.7495;31.1155;42.0765;10.9091;35.5757;25.0153;5.3158;15.0794;15.3939;0;0.8734;1.2422;2.544;0.5464;0.5114;3.2342;4.1335;1.1965;1.5873;1.4801;8.7644;28.6754;22.2567;28.3757;5.9502;6.9318;46.9599;50.6124;57.4051;48.1481;47.1176;1.0057;0.097;0.5176;0.3914;0.0607;0.0568;1.229;0.3368;0.3699;0;0.3715;0;0.1941;0.1035;0;0.0607;0.0568;0;0.0306;0.105;0;0.0893;2.4425;1.0674;1.8634;0.1957;1.3965;0.1136;0.8409;0.6736;0.58;0.5291;0.7112;0.431;0.1456;0;0.1957;0.1821;0;0.0647;0.2756;0.0228;0;0.072;12.6437;31.0529;25.9834;31.7025;8.1967;7.6705;52.3286;56.0625;59.6794;50.2646;49.8416;16.523;17.5643;25.2588;18.7867;42.9265;58.0114;4.3338;5.8175;4.3294;6.8783;10.8731;0.1437;0.4367;0.5176;2.544;0.6679;1.1932;0.8409;0.7655;0.8312;1.3228;0.8207;1.8678;7.1325;9.4203;15.0685;4.7359;20.1136;6.3389;11.4207;29.0451;26.455;22.1464;0.1437;0.0485;0.1035;0.3914;0.0607;0.3977;0.194;0.1225;0.169;0;0.1641;0.1437;0;0.1035;0;0.0607;0.0568;0;0.0306;0.1233;0;0.0921;1.0057;0.5822;1.5528;0.3914;1.0322;1.4773;0.3881;0.7042;0.5024;0;0.6277;0;0.0485;0.3106;0;0.2429;0.1705;0;0.0612;0.0046;0;0.0403;3.3046;8.2484;12.0083;18.3953;6.8002;23.4091;7.762;13.1047;30.6754;27.7778;23.8914;84.0517;60.6987;62.0083;49.9022;85.003;68.9205;39.9094;30.8328;9.6452;21.9577;26.267;0.1437;1.31;1.7598;5.0881;1.2143;1.7045;4.075;4.899;2.0277;2.9101;2.3007;10.6322;35.8079;31.677;43.4442;10.6861;27.0455;53.2988;62.0331;86.4502;74.6032;69.264;1.1494;0.1456;0.6211;0.7828;0.1214;0.4545;1.423;0.4593;0.5389;0;0.5356;0.1437;0.1941;0.207;0;0.1214;0.1136;0;0.0612;0.2283;0;0.1814;3.4483;1.6497;3.4161;0.5871;2.4287;1.5909;1.229;1.3778;1.0823;0.5291;1.339;0.431;0.1941;0.3106;0.1957;0.425;0.1705;0.0647;0.3368;0.0274;0;0.1123;15.9483;39.3013;37.9917;50.0978;14.997;31.0795;60.0906;69.1672;90.3548;78.0423;73.733;80.1724;74.1873;62.7329;62.818;50.2732;18.5795;87.9043;81.0778;64.9952;65.3439;65.2355;19.8276;25.8127;37.2671;37.182;49.7268;81.4205;12.0957;18.9222;35.0048;34.6561;34.7645;100;100;100;100;100;100;100;100;100;100;100;Greenhouse, Nursery, and Floriculture Production;129;9.8796360286
1119;92;358;3053;241;1325;1195;718;2503;7488;141;18854;1832;295;1817;148;1189;145;683;1934;5605;108;13278;1354;63;1236;93;136;1050;35;569;1883;33;5576;478;329;2281;132;1264;926;277;467;486;61;7644;1421;273;1394;79;1152;97;254;357;381;46;5063;1030;56;887;53;112;829;23;110;105;15;2581;391;7;178;27;10;76;92;326;83;18;875;58;5;65;8;7;8;88;242;64;13;538;38;2;113;19;3;68;4;84;19;5;337;20;11;116;26;27;144;253;1557;6670;54;9090;232;7;79;20;17;27;248;1200;4981;43;6825;203;4;37;6;10;117;5;357;1689;11;2265;29;8;450;11;5;24;37;106;112;7;842;82;7;267;5;5;7;37;95;65;6;550;56;1;183;6;0;17;0;11;47;1;292;26;2;16;42;13;11;56;35;115;0;320;30;2;6;36;3;2;53;29;98;0;249;20;0;10;6;10;9;3;6;17;0;71;10;0;10;1;4;3;3;9;17;0;53;6;0;4;0;4;1;3;9;14;0;39;4;0;6;1;0;2;0;0;3;0;14;2;1;2;2;2;11;0;3;5;1;30;3;1;2;0;1;3;0;2;2;0;14;3;0;0;2;1;8;0;1;3;1;16;0;29;772;109;61;269;441;2036;7002;80;11210;411;7;349;40;24;221;12;459;1778;18;2995;87;22;423;69;37;48;429;1577;5224;62;8215;324;76.257;56.2227;45.66;32.7801;86.9434;8.1172;35.376;14.2629;5.0881;32.6241;26.8537;1.3966;2.0742;2.1291;3.3195;0.5283;0.6695;12.2563;9.6684;0.8547;9.2199;2.8535;1.9553;11.0808;2.5876;8.2988;1.283;2.2594;34.5404;47.9425;66.5198;30.4965;36.1992;0.5587;1.0917;0.1965;14.9378;0.2264;0.1674;7.3816;1.1586;1.3088;0;1.3207;0;0.2183;0.131;0;0.3019;0.0837;0.4178;0.3596;0.187;0;0.2069;1.9553;3.0568;8.7455;2.0747;0.3774;0.5858;5.1532;3.7954;0.8681;4.2553;2.9172;0.2793;0.1638;0.0655;0;0.0755;0.251;0;0.0799;0.0267;0;0.0743;6.1453;17.6856;13.8552;28.6307;2.7925;4.0167;59.7493;63.0044;69.765;43.9716;43.5717;15.6425;21.3428;29.0534;21.9917;8.4528;69.3724;3.2033;4.3947;1.4022;10.6383;13.6894;0.5587;1.0917;3.7013;7.8838;0.2264;5.6904;0.5571;3.356;0.2537;3.5461;1.7874;1.1173;1.583;1.2119;2.4896;0.7547;9.7908;0.6964;14.2629;22.5561;7.8014;12.0134;0;0.5459;0.3275;2.4896;0.7547;0.7531;0.4178;0.2397;0.227;0;0.3766;0;0.1092;0.1965;0.4149;0;0.1674;0;0;0.0401;0;0.0743;0.2793;1.4192;5.9941;2.4896;0;1.4226;0;0.4395;0.6277;0.7092;1.5487;0;0;0;0.8299;0.0755;0.6695;0;0.04;0.0401;0.7092;0.0849;1.9553;4.7489;11.4314;16.5975;1.8113;18.4937;1.6713;18.338;23.7447;12.766;15.8852;91.8994;77.5655;74.7134;54.7718;95.3962;77.4895;38.5794;18.6576;6.4904;43.2624;40.5431;1.9553;3.1659;5.8303;11.2033;0.7547;6.3598;12.8134;13.0244;1.1084;12.766;4.6409;3.0726;12.6638;3.7995;10.7884;2.0377;12.0502;35.2368;62.2054;89.0759;38.2979;48.2126;0.5587;1.6376;0.5241;17.4274;0.9811;0.9205;7.7994;1.3983;1.5358;0;1.6973;0;0.3275;0.3275;0.4149;0.3019;0.251;0.4178;0.3596;0.227;0;0.2811;2.2346;4.476;14.7396;4.5643;0.3774;2.0084;5.1532;4.2349;1.4957;4.9645;4.4659;0.2793;0.1638;0.0655;0.8299;0.1509;0.9205;0;0.1199;0.0668;0.7092;0.1591;8.1006;22.4345;25.2866;45.2282;4.6038;22.5105;61.4206;81.3424;93.5096;56.7376;59.4569;82.4022;73.9083;59.5152;61.4108;89.7358;12.1339;95.1253;77.2673;74.8531;76.5957;70.4254;17.5978;26.0917;40.4848;38.5892;10.2642;87.8661;4.8747;22.7327;25.1469;23.4043;29.5746;100;100;100;100;100;100;100;100;100;100;100;Other Crop Farming;63;27.654609102
